1,172,0,0
1,173,0,0
1,174,0,0
1,175,0,0
1,176,0,0
1,177,0,0
1,178,0,0
1,179,0,0
1,180,0,0
1,181,0,0
1,182,0,0
1,183,0,0
1,184,0,0
1,185,0,0
1,186,0,0
1,187,0,0
1,188,0,0
1,189,0,0
1,190,0,0
1,191,144,144
1,192,280,80
1,193,0,0
1,194,0,0
1,195,0,0
1,196,0,0
1,197,0,0
1,198,0,0
1,199,0,0
1,200,0,0
1,201,0,0
1,202,200000,327
1,203,0,0
1,204,0,0
1,205,0,0
1,206,21,21
1,207,0,0
1,208,0,0
1,209,172000,1320
2,172,0,0
2,173,0,0
2,174,0,0
2,175,0,0
2,176,0,0
2,177,0,0
2,178,0,0
2,179,0,0
2,180,0,0
2,181,0,0
2,182,0,0
2,183,0,0
2,184,0,0
2,185,0,0
2,186,7150,68
2,187,0,0
2,188,0,0
2,189,0,0
2,190,0,0
2,191,0,0
2,192,0,0
2,193,0,0
2,194,0,0
2,195,0,0
2,196,0,0
2,197,0,0
2,198,0,0
2,199,0,0
2,200,0,0
2,201,0,0
2,202,0,0
2,203,0,0
2,204,0,0
2,205,3,3
2,206,0,0
2,207,0,0
2,208,150,0
2,209,0,0
3,172,0,0
3,173,0,0
3,174,0,0
3,175,0,0
3,176,0,0
3,177,0,0
3,178,0,0
3,179,0,0
3,180,0,0
3,181,0,0
3,182,0,0
3,183,0,0
3,184,0,0
3,185,0,0
3,186,0,0
3,187,0,0
3,188,0,0
3,189,0,0
3,190,0,0
3,191,0,0
3,192,0,0
3,193,0,0
3,194,0,0
3,195,0,0
3,196,0,0
3,197,0,0
3,198,0,0
3,199,0,0
3,200,0,0
3,201,0,0
3,202,0,0
3,203,0,0
3,204,40,40
3,205,0,0
3,206,0,0
3,207,0,0
3,208,0,0
3,209,0,0
7,172,0,0
7,173,100,100
7,174,0,0
7,175,0,0
7,176,0,0
7,177,0,0
7,178,0,0
7,179,0,0
7,180,0,0
7,181,0,0
7,182,0,0
7,183,0,0
7,184,0,0
7,185,0,0
7,186,0,0
7,187,0,0
7,188,0,0
7,189,0,0
7,190,0,0
7,191,0,0
7,192,0,0
7,193,0,0
7,194,0,0
7,195,0,0
7,196,25000,0
7,197,0,0
7,198,0,0
7,199,0,0
7,200,0,0
7,201,315,15
7,202,3010,14
7,203,200,0
7,204,0,0
7,205,5,5
7,206,0,0
7,207,0,0
7,208,9,9
7,209,0,0
9,172,0,0
9,173,0,0
9,174,0,0
9,175,0,0
9,176,0,0
9,177,0,0
9,178,0,0
9,179,0,0
9,180,0,0
9,181,0,0
9,182,0,0
9,183,0,0
9,184,0,0
9,185,0,0
9,186,0,0
9,187,0,0
9,188,0,0
9,189,0,0
9,190,0,0
9,191,0,0
9,192,0,0
9,193,0,0
9,194,3000000,17
9,195,1100000,5
9,196,500000,1
9,197,0,0
9,198,0,0
9,199,0,0
9,200,0,0
9,201,0,0
9,202,0,0
9,203,0,0
9,204,0,0
9,205,0,0
9,206,0,0
9,207,0,0
9,208,0,0
9,209,0,0
10,172,0,0
10,173,0,0
10,174,0,0
10,175,0,0
10,176,0,0
10,177,0,0
10,178,0,0
10,179,0,0
10,180,0,0
10,181,0,0
10,182,0,0
10,183,0,0
10,184,0,0
10,185,0,0
10,186,0,0
10,187,0,0
10,188,0,0
10,189,0,0
10,190,0,0
10,191,0,0
10,192,0,0
10,193,0,0
10,194,0,0
10,195,0,0
10,196,0,0
10,197,0,0
10,198,0,0
10,199,0,0
10,200,0,0
10,201,0,0
10,202,0,0
10,203,0,0
10,204,345,345
10,205,0,0
10,206,0,0
10,207,0,0
10,208,5,5
10,209,0,0
14,172,0,0
14,173,0,0
14,174,0,0
14,175,0,0
14,176,0,0
14,177,0,0
14,178,0,0
14,179,0,0
14,180,0,0
14,181,0,0
14,182,0,0
14,183,0,0
14,184,0,0
14,185,0,0
14,186,0,0
14,187,0,0
14,188,0,0
14,189,0,0
14,190,170,170
14,191,117,117
14,192,182,182
14,193,0,0
14,194,0,0
14,195,29,29
14,196,120,120
14,197,200,200
14,198,33,33
14,199,34100,120
14,200,0,0
14,201,49,49
14,202,2010,6
14,203,50700,700
14,204,415,215
14,205,0,0
14,206,1100,100
14,207,0,0
14,208,100000,130
14,209,0,0
16,172,0,0
16,173,0,0
